date,ticker,decision,price,test_type
2023-03-03,NFLX,hold,315.45001220703125,backtest
2023-03-03,PSX,hold,104.95999908447266,backtest
2023-03-03,PXD,hold,201.2700042724609,backtest
2023-03-03,HD,hold,294.6400146484375,backtest
2023-03-03,VLO,hold,137.55999755859375,backtest
2023-03-03,LLY,hold,316.3699951171875,backtest
2023-03-03,UNH,hold,477.9400024414063,backtest
2023-03-03,JNJ,hold,153.3699951171875,backtest
2023-03-03,MRK,hold,107.37999725341795,backtest
2023-03-03,ABBV,hold,154.3300018310547,backtest
2023-03-03,PFE,hold,40.90999984741211,backtest
2023-03-03,DHR,buy,223.27127075195312,backtest
2023-03-03,ABT,hold,102.9000015258789,backtest
2023-03-03,AMGN,hold,235.0,backtest
2023-03-03,TMO,hold,555.4600219726562,backtest
2023-03-03,JPM,hold,141.50999450683594,backtest
2023-03-03,TSLA,hold,194.8000030517578,backtest
2023-03-03,V,hold,220.1999969482422,backtest
2023-03-03,GS,hold,350.6400146484375,backtest
2023-03-03,SCHW,hold,76.37000274658203,backtest
2023-03-03,AXP,hold,176.00999450683594,backtest
2023-03-03,SPGI,hold,342.510009765625,backtest
2023-03-03,AMZN,hold,92.73999786376952,backtest
2023-03-03,WFC,hold,46.02000045776367,backtest
2023-03-03,BAC,hold,33.650001525878906,backtest
2023-03-03,MA,hold,358.1199951171875,backtest
2023-03-03,MS,hold,96.5500030517578,backtest
2023-03-06,LYB,buy,96.62999725341795,backtest
2023-03-06,ADP,hold,224.7700042724609,backtest
2023-03-06,LIN,buy,360.0,backtest
2023-03-06,SHW,hold,228.97999572753903,backtest
2023-03-06,APD,buy,292.7099914550781,backtest
2023-03-06,FCX,hold,43.02000045776367,backtest
2023-03-06,ECL,hold,163.42999267578125,backtest
2023-03-06,NUE,buy,176.25999450683594,backtest
2023-03-06,DOW,buy,58.0099983215332,backtest
2023-03-06,CTVA,hold,63.36000061035156,backtest
2023-03-06,DD,hold,74.26000213623047,backtest
2023-03-06,WMT,hold,140.5,backtest
2023-03-06,COP,hold,107.58000183105467,backtest
2023-03-06,KO,hold,59.2599983215332,backtest
2023-03-06,PEP,hold,172.22000122070312,backtest
2023-03-06,COST,hold,476.5199890136719,backtest
2023-03-06,PM,hold,98.9499969482422,backtest
2023-03-06,MDLZ,hold,65.66000366210938,backtest
2023-03-06,MO,hold,46.52000045776367,backtest
2023-03-06,CL,hold,73.69999694824219,backtest
2023-03-06,MNST,hold,51.08000183105469,backtest
2023-03-06,XOM,sell,111.98999786376952,backtest
2023-03-06,CVX,buy,164.33999633789062,backtest
2023-03-06,LMT,hold,476.8200073242188,backtest
2023-03-06,PG,hold,140.72999572753906,backtest
2023-03-06,GE,hold,86.63999938964844,backtest
2023-03-06,PLD,buy,127.51000213623048,backtest
2023-03-06,HON,hold,197.19000244140625,backtest
2023-03-06,SLB,buy,55.470001220703125,backtest
2023-03-06,AMT,hold,203.8800048828125,backtest
2023-03-06,EQIX,hold,702.5,backtest
2023-03-06,PSA,hold,305.8999938964844,backtest
2023-03-06,CCI,hold,132.14999389648438,backtest
2023-03-06,SPG,buy,124.44000244140624,backtest
2023-03-06,WELL,hold,75.5999984741211,backtest
2023-03-06,O,hold,64.73999786376953,backtest
2023-03-06,DLR,hold,106.86000061035156,backtest
2023-03-06,VICI,buy,34.16999816894531,backtest
2023-03-06,NEE,sell,73.54000091552734,backtest
2023-03-06,SO,hold,64.70999908447266,backtest
2023-03-06,DUK,sell,95.48999786376952,backtest
2023-03-06,SRE,sell,75.42500305175781,backtest
2023-03-06,AEP,sell,89.0,backtest
2023-03-06,D,hold,55.86000061035156,backtest
2023-03-06,PCG,sell,16.299999237060547,backtest
2023-03-06,EXC,sell,41.45000076293945,backtest
2023-03-06,CEG,sell,78.36000061035156,backtest
2023-03-06,XEL,buy,64.72000122070312,backtest
2023-03-06,UPS,hold,185.4499969482422,backtest
2023-03-06,CAT,hold,255.6499938964844,backtest
2023-03-06,BA,hold,214.1199951171875,backtest
2023-03-06,UNP,hold,209.5599975585937,backtest
2023-03-06,DE,hold,430.2999877929688,backtest
2023-03-06,RTX,hold,99.0199966430664,backtest
2023-03-06,EOG,sell,121.0,backtest
2023-03-06,MCD,hold,269.1499938964844,backtest
2023-03-06,OXY,hold,61.060001373291016,backtest
2023-03-06,BKNG,hold,2574.659912109375,backtest
2023-03-06,SBUX,hold,104.4499969482422,backtest
2023-03-06,TJX,hold,77.66000366210938,backtest
2023-03-06,MAR,hold,173.2899932861328,backtest
2023-03-06,GOOG,hold,94.36000061035156,backtest
2023-03-06,GOOGL,hold,94.0199966430664,backtest
2023-03-06,META,hold,188.0,backtest
2023-03-06,CMCSA,hold,37.619998931884766,backtest
2023-03-06,NFLX,hold,317.0,backtest
2023-03-06,TMUS,hold,141.9499969482422,backtest
2023-03-06,DIS,hold,101.61000061035156,backtest
2023-03-06,LOW,hold,200.3000030517578,backtest
2023-03-06,VZ,hold,38.369998931884766,backtest
2023-03-06,ATVI,hold,,backtest
2023-03-06,AAPL,hold,153.7899932861328,backtest
2023-03-06,MSFT,hold,256.42999267578125,backtest
2023-03-06,NVDA,hold,238.9100036621093,backtest
2023-03-06,AVGO,hold,635.0,backtest
2023-03-06,ORCL,hold,89.41000366210938,backtest
2023-03-06,ADBE,hold,344.3299865722656,backtest
2023-03-06,CSCO,hold,49.459999084472656,backtest
2023-03-06,CRM,hold,185.07000732421875,backtest
2023-03-06,ACN,hold,270.20001220703125,backtest
2023-03-06,MPC,sell,132.2100067138672,backtest
2023-03-06,T,hold,18.850000381469727,backtest
2023-03-06,NKE,hold,121.12999725341795,backtest
2023-03-06,AMD,hold,82.02999877929688,backtest
2023-03-06,HD,hold,298.0,backtest
2023-03-06,PSX,hold,105.08000183105467,backtest
2023-03-06,VLO,sell,139.1999969482422,backtest
2023-03-06,LLY,hold,316.94000244140625,backtest
2023-03-06,UNH,hold,481.3699951171875,backtest
2023-03-06,JNJ,hold,154.66000366210938,backtest
2023-03-06,MRK,hold,107.66000366210938,backtest
2023-03-06,ABBV,hold,155.7899932861328,backtest
2023-03-06,TMO,hold,559.510009765625,backtest
2023-03-06,PFE,hold,41.09000015258789,backtest
2023-03-06,DHR,hold,223.5460968017578,backtest
2023-03-06,ABT,hold,104.51000213623048,backtest
2023-03-06,AMGN,hold,235.0,backtest
2023-03-06,PXD,hold,208.0,backtest
2023-03-06,JPM,sell,143.44000244140625,backtest
2023-03-06,MA,sell,361.8200073242188,backtest
2023-03-06,BAC,sell,34.2400016784668,backtest
2023-03-06,WFC,sell,46.880001068115234,backtest
2023-03-06,MS,sell,98.44000244140624,backtest
2023-03-06,SPGI,sell,347.0599975585937,backtest
2023-03-06,AXP,sell,178.55999755859375,backtest
2023-03-06,SCHW,sell,76.63999938964844,backtest
2023-03-06,GS,sell,358.0599975585937,backtest
2023-03-06,AMZN,hold,95.19000244140624,backtest
2023-03-06,TSLA,hold,198.5399932861328,backtest
2023-03-06,V,hold,223.92999267578125,backtest
2023-03-07,DD,buy,72.5199966430664,backtest
2023-03-07,CTVA,hold,62.79999923706055,backtest
2023-03-07,DOW,hold,56.880001068115234,backtest
2023-03-07,NUE,hold,174.49000549316406,backtest
2023-03-07,ADP,buy,224.3999938964844,backtest
2023-03-07,FCX,sell,42.18999862670898,backtest
2023-03-07,APD,hold,294.260009765625,backtest
2023-03-07,SHW,hold,224.0500030517578,backtest
2023-03-07,LIN,hold,356.0,backtest
2023-03-07,LYB,hold,95.02999877929688,backtest
2023-03-07,ECL,hold,160.5399932861328,backtest
2023-03-07,WMT,hold,141.17999267578125,backtest
2023-03-07,MDLZ,buy,65.79000091552734,backtest
2023-03-07,KO,hold,60.4900016784668,backtest
2023-03-07,PEP,hold,173.6699981689453,backtest
2023-03-07,COST,hold,486.1000061035156,backtest
2023-03-07,PM,hold,99.88999938964844,backtest
2023-03-07,MO,hold,47.2599983215332,backtest
2023-03-07,CL,hold,73.25,backtest
2023-03-07,MNST,hold,52.02000045776367,backtest
2023-03-07,XOM,buy,112.80999755859376,backtest
2023-03-07,CVX,hold,165.6999969482422,backtest
2023-03-07,COP,buy,108.58999633789062,backtest
2023-03-07,LMT,hold,481.5,backtest
2023-03-07,PG,buy,140.42999267578125,backtest
2023-03-07,RTX,buy,99.70999908447266,backtest
2023-03-07,SRE,hold,75.70999908447266,backtest
2023-03-07,DE,buy,425.5499877929688,backtest
2023-03-07,PLD,hold,126.80999755859376,backtest
2023-03-07,AMT,hold,198.1199951171875,backtest
2023-03-07,EQIX,hold,701.760009765625,backtest
2023-03-07,PSA,hold,306.17999267578125,backtest
2023-03-07,CCI,hold,130.0,backtest
2023-03-07,SPG,hold,123.77999877929688,backtest
2023-03-07,WELL,hold,75.04000091552734,backtest
2023-03-07,O,buy,64.41000366210938,backtest
2023-03-07,DLR,hold,105.62000274658205,backtest
2023-03-07,VICI,hold,33.95000076293945,backtest
2023-03-07,NEE,hold,73.94000244140625,backtest
2023-03-07,HON,hold,197.4199981689453,backtest
2023-03-07,SO,hold,65.12000274658203,backtest
2023-03-07,SLB,buy,55.02000045776367,backtest
2023-03-07,AEP,buy,89.56999969482422,backtest
2023-03-07,D,hold,55.91999816894531,backtest
2023-03-07,PCG,hold,16.739999771118164,backtest
2023-03-07,EXC,hold,41.63999938964844,backtest
2023-03-07,CEG,hold,79.06999969482422,backtest
2023-03-07,XEL,hold,65.12999725341797,backtest
2023-03-07,UPS,hold,185.19000244140625,backtest
2023-03-07,CAT,hold,254.0500030517578,backtest
2023-03-07,BA,hold,211.3099975585937,backtest
2023-03-07,UNP,hold,207.42999267578125,backtest
2023-03-07,DUK,hold,96.12000274658205,backtest
2023-03-07,EOG,buy,119.8000030517578,backtest
2023-03-07,GE,hold,86.95999908447266,backtest
2023-03-07,OXY,buy,61.31999969482422,backtest
2023-03-07,LOW,hold,202.4900054931641,backtest
2023-03-07,BKNG,hold,2599.77001953125,backtest
2023-03-07,SBUX,hold,104.98999786376952,backtest
2023-03-07,TJX,hold,78.58000183105469,backtest
2023-03-07,MAR,hold,175.5800018310547,backtest
2023-03-07,GOOG,hold,95.41999816894533,backtest
2023-03-07,GOOGL,hold,94.9800033569336,backtest
2023-03-07,META,buy,189.0,backtest
2023-03-07,CMCSA,hold,37.06999969482422,backtest
2023-03-07,NFLX,hold,312.67999267578125,backtest
2023-03-07,TMUS,hold,143.6699981689453,backtest
2023-03-07,NKE,hold,120.1999969482422,backtest
2023-03-07,DIS,hold,100.4000015258789,backtest
2023-03-07,T,hold,18.799999237060547,backtest
2023-03-07,ATVI,hold,,backtest
2023-03-07,AAPL,hold,153.6999969482422,backtest
2023-03-07,MSFT,buy,256.29998779296875,backtest
2023-03-07,NVDA,buy,236.0,backtest
2023-03-07,AVGO,hold,634.8699951171875,backtest
2023-03-07,ORCL,hold,89.58000183105469,backtest
2023-03-07,ADBE,hold,347.8599853515625,backtest
2023-03-07,CSCO,buy,49.56999969482422,backtest
2023-03-07,CRM,buy,184.4600067138672,backtest
2023-03-07,ACN,buy,269.2200012207031,backtest
2023-03-07,VZ,hold,38.09999847412109,backtest
2023-03-07,MCD,hold,271.5199890136719,backtest
2023-03-07,AMD,buy,81.06999969482422,backtest
2023-03-07,HD,hold,299.0599975585937,backtest
2023-03-07,PXD,buy,208.0,backtest
2023-03-07,PSX,sell,103.73999786376952,backtest
2023-03-07,VLO,hold,139.02999877929688,backtest
2023-03-07,LLY,sell,319.0,backtest
2023-03-07,UNH,sell,482.9800109863281,backtest
2023-03-07,JNJ,sell,156.08999633789062,backtest
2023-03-07,MRK,hold,111.7699966430664,backtest
2023-03-07,MPC,sell,131.55999755859375,backtest
2023-03-07,TMO,buy,560.8099975585938,backtest
2023-03-07,PFE,hold,41.060001373291016,backtest
2023-03-07,DHR,sell,222.30496215820312,backtest
2023-03-07,ABT,sell,102.86000061035156,backtest
2023-03-07,ABBV,hold,155.57000732421875,backtest
2023-03-07,V,sell,226.75,backtest
2023-03-07,AMGN,hold,235.1100006103516,backtest
2023-03-07,AMZN,hold,94.05999755859376,backtest
2023-03-07,GS,sell,355.54998779296875,backtest
2023-03-07,SCHW,sell,76.4000015258789,backtest
2023-03-07,AXP,sell,178.6699981689453,backtest
2023-03-07,TSLA,hold,191.3800048828125,backtest
2023-03-07,MS,hold,98.0,backtest
2023-03-07,WFC,sell,46.18999862670898,backtest
2023-03-07,BAC,sell,33.849998474121094,backtest
2023-03-07,MA,hold,367.1700134277344,backtest
2023-03-07,JPM,sell,142.00999450683594,backtest
2023-03-07,SPGI,sell,350.6099853515625,backtest
2023-03-08,DD,hold,71.2300033569336,backtest
2023-03-08,CTVA,hold,62.97999954223633,backtest
2023-03-08,DOW,hold,56.209999084472656,backtest
2023-03-08,NUE,hold,171.13999938964844,backtest
2023-03-08,APD,hold,291.79998779296875,backtest
2023-03-08,FCX,hold,40.150001525878906,backtest
2023-03-08,SHW,hold,220.42999267578125,backtest
2023-03-08,LIN,buy,353.0,backtest
2023-03-08,ADP,hold,221.83999633789065,backtest
2023-03-08,ECL,hold,157.9499969482422,backtest
2023-03-08,LYB,hold,93.37999725341795,backtest
2023-03-08,COP,sell,107.0,backtest
2023-03-08,PG,hold,137.1999969482422,backtest
2023-03-08,KO,hold,60.040000915527344,backtest
2023-03-08,PEP,hold,172.67999267578125,backtest
2023-03-08,COST,hold,483.0,backtest
2023-03-08,PM,hold,99.1999969482422,backtest
2023-03-08,MDLZ,hold,64.69999694824219,backtest
2023-03-08,MO,hold,46.63999938964844,backtest
2023-03-08,CL,hold,71.43000030517578,backtest
2023-03-08,MNST,hold,51.7400016784668,backtest
2023-03-08,XOM,hold,111.2300033569336,backtest
2023-03-08,CVX,hold,163.22999572753906,backtest
2023-03-08,LMT,hold,481.0400085449219,backtest
2023-03-08,WMT,hold,138.55999755859375,backtest
2023-03-08,GE,hold,86.7699966430664,backtest
2023-03-08,AEP,sell,88.94000244140625,backtest
2023-03-08,HON,hold,196.27999877929688,backtest
2023-03-08,SLB,hold,53.709999084472656,backtest
2023-03-08,AMT,hold,192.1300048828125,backtest
2023-03-08,EQIX,hold,687.2899780273438,backtest
2023-03-08,PSA,hold,301.8500061035156,backtest
2023-03-08,CCI,hold,126.37999725341795,backtest
2023-03-08,SPG,hold,120.87999725341795,backtest
2023-03-08,WELL,hold,73.69000244140625,backtest
2023-03-08,O,hold,63.81999969482422,backtest
2023-03-08,DLR,hold,103.0,backtest
2023-03-08,VICI,hold,33.45000076293945,backtest
2023-03-08,NEE,hold,73.37999725341797,backtest
2023-03-08,RTX,sell,98.0,backtest
2023-03-08,SO,hold,64.25,backtest
2023-03-08,SRE,hold,74.13500213623047,backtest
2023-03-08,D,sell,54.58000183105469,backtest
2023-03-08,PCG,hold,16.31999969482422,backtest
2023-03-08,EXC,sell,41.040000915527344,backtest
2023-03-08,CEG,sell,77.75,backtest
2023-03-08,XEL,sell,63.77000045776367,backtest
2023-03-08,UPS,hold,183.17999267578125,backtest
2023-03-08,CAT,hold,247.9900054931641,backtest
2023-03-08,BA,hold,208.25,backtest
2023-03-08,UNP,hold,204.4900054931641,backtest
2023-03-08,DE,hold,418.7799987792969,backtest
2023-03-08,DUK,hold,93.6500015258789,backtest
2023-03-08,EOG,hold,117.5,backtest
2023-03-08,PLD,buy,123.27999877929688,backtest
2023-03-08,OXY,sell,62.0,backtest
2023-03-08,BKNG,hold,2577.39990234375,backtest
2023-03-08,SBUX,hold,102.9000015258789,backtest
2023-03-08,TJX,hold,77.44000244140625,backtest
2023-03-08,MAR,hold,173.63999938964844,backtest
2023-03-08,GOOG,hold,94.40499877929688,backtest
2023-03-08,GOOGL,hold,94.12000274658205,backtest
2023-03-08,META,sell,182.8699951171875,backtest
2023-03-08,CMCSA,sell,36.45000076293945,backtest
2023-03-08,NFLX,hold,309.2900085449219,backtest
2023-03-08,TMUS,sell,143.42999267578125,backtest
2023-03-08,DIS,hold,99.0,backtest
2023-03-08,LOW,hold,198.22000122070312,backtest
2023-03-08,VZ,hold,37.79999923706055,backtest
2023-03-08,ATVI,hold,,backtest
2023-03-08,AAPL,hold,152.80999755859375,backtest
2023-03-08,MSFT,hold,254.0399932861328,backtest
2023-03-08,NVDA,hold,234.8699951171875,backtest
2023-03-08,AVGO,hold,627.780029296875,backtest
2023-03-08,ORCL,hold,88.4000015258789,backtest
2023-03-08,ADBE,hold,346.739990234375,backtest
2023-03-08,CSCO,hold,49.02000045776367,backtest
2023-03-08,CRM,hold,183.3000030517578,backtest
2023-03-08,ACN,hold,263.42999267578125,backtest
2023-03-08,AMD,hold,82.79000091552734,backtest
2023-03-08,T,sell,18.56999969482422,backtest
2023-03-08,NKE,hold,119.2699966430664,backtest
2023-03-08,MPC,hold,130.0,backtest
2023-03-08,HD,hold,289.44000244140625,backtest
2023-03-08,PXD,hold,205.1300048828125,backtest
2023-03-08,PSX,sell,101.83000183105467,backtest
2023-03-08,VLO,sell,136.4600067138672,backtest
2023-03-08,LLY,hold,310.5,backtest
2023-03-08,UNH,hold,471.75,backtest
2023-03-08,JNJ,hold,153.97999572753906,backtest
2023-03-08,MRK,hold,110.93000030517578,backtest
2023-03-08,MCD,hold,265.8599853515625,backtest
2023-03-08,TMO,hold,548.280029296875,backtest
2023-03-08,PFE,hold,40.31999969482422,backtest
2023-03-08,DHR,hold,217.45567321777344,backtest
2023-03-08,ABT,hold,99.91999816894533,backtest
2023-03-08,ABBV,sell,152.7899932861328,backtest
2023-03-08,V,hold,221.9600067138672,backtest
2023-03-08,AMGN,hold,230.1600036621093,backtest
2023-03-08,AMZN,hold,93.5999984741211,backtest
2023-03-08,GS,hold,346.19000244140625,backtest
2023-03-08,SCHW,hold,74.9000015258789,backtest
2023-03-08,AXP,hold,175.8300018310547,backtest
2023-03-08,TSLA,hold,185.0399932861328,backtest
2023-03-08,MS,hold,95.63999938964844,backtest
2023-03-08,WFC,hold,44.2599983215332,backtest
2023-03-08,BAC,hold,32.65999984741211,backtest
2023-03-08,MA,hold,358.6099853515625,backtest
2023-03-08,JPM,hold,138.0,backtest
2023-03-08,SPGI,hold,336.2799987792969,backtest
2023-03-09,LYB,buy,94.08999633789062,backtest
2023-03-09,DD,hold,72.5199966430664,backtest
2023-03-09,CTVA,buy,62.34000015258789,backtest
2023-03-09,DOW,buy,56.33000183105469,backtest
2023-03-09,FCX,buy,40.5099983215332,backtest
2023-03-09,ECL,hold,160.39999389648438,backtest
2023-03-09,APD,buy,291.20001220703125,backtest
2023-03-09,SHW,hold,221.82000732421875,backtest
2023-03-09,LIN,buy,352.0899963378906,backtest
2023-03-09,NUE,hold,173.08999633789062,backtest
2023-03-09,WMT,hold,138.8300018310547,backtest
2023-03-09,SLB,sell,53.900001525878906,backtest
2023-03-09,KO,hold,60.540000915527344,backtest
2023-03-09,PEP,hold,173.6199951171875,backtest
2023-03-09,COST,hold,487.4800109863281,backtest
2023-03-09,PM,hold,100.33999633789062,backtest
2023-03-09,MDLZ,hold,65.44000244140625,backtest
2023-03-09,MO,hold,47.09000015258789,backtest
2023-03-09,CL,hold,72.33000183105469,backtest
2023-03-09,MNST,hold,51.79999923706055,backtest
2023-03-09,XOM,sell,110.87000274658205,backtest
2023-03-09,CVX,hold,163.7899932861328,backtest
2023-03-09,COP,sell,107.91999816894533,backtest
2023-03-09,ADP,hold,221.7400054931641,backtest
2023-03-09,PG,hold,138.14999389648438,backtest
2023-03-09,LMT,hold,483.0,backtest
2023-03-09,AEP,hold,89.77999877929688,backtest
2023-03-09,RTX,hold,97.9800033569336,backtest
2023-03-09,EOG,sell,118.26000213623048,backtest
2023-03-09,AMT,hold,195.58999633789065,backtest
2023-03-09,EQIX,hold,691.9099731445312,backtest
2023-03-09,PSA,hold,302.3099975585937,backtest
2023-03-09,CCI,hold,130.16000366210938,backtest
2023-03-09,SPG,hold,120.5,backtest
2023-03-09,WELL,hold,74.5,backtest
2023-03-09,O,hold,64.54000091552734,backtest
2023-03-09,DLR,hold,106.0,backtest
2023-03-09,VICI,hold,34.185001373291016,backtest
2023-03-09,NEE,buy,74.5,backtest
2023-03-09,SO,sell,64.91999816894531,backtest
2023-03-09,DUK,buy,95.01000213623048,backtest
2023-03-09,SRE,buy,74.375,backtest
2023-03-09,D,hold,54.93999862670898,backtest
2023-03-09,PCG,hold,16.350000381469727,backtest
2023-03-09,EXC,buy,41.31999969482422,backtest
2023-03-09,CEG,hold,78.04000091552734,backtest
2023-03-09,XEL,hold,64.73999786376953,backtest
2023-03-09,UPS,hold,185.6300048828125,backtest
2023-03-09,CAT,hold,248.9499969482422,backtest
2023-03-09,BA,hold,208.32000732421875,backtest
2023-03-09,UNP,hold,204.82000732421875,backtest
2023-03-09,DE,hold,426.0199890136719,backtest
2023-03-09,HON,hold,196.8800048828125,backtest
2023-03-09,GE,hold,89.95999908447266,backtest
2023-03-09,PLD,hold,125.20999908447266,backtest
2023-03-09,MPC,sell,128.9499969482422,backtest
2023-03-09,PXD,sell,205.3099975585937,backtest
2023-03-09,BKNG,hold,2571.409912109375,backtest
2023-03-09,SBUX,hold,102.73999786376952,backtest
2023-03-09,TJX,hold,76.73999786376953,backtest
2023-03-09,MAR,hold,173.4600067138672,backtest
2023-03-09,GOOG,hold,94.48999786376952,backtest
2023-03-09,GOOGL,hold,94.0500030517578,backtest
2023-03-09,META,hold,186.3500061035156,backtest
2023-03-09,CMCSA,hold,36.0,backtest
2023-03-09,NFLX,hold,312.0799865722656,backtest
2023-03-09,TMUS,hold,143.8000030517578,backtest
2023-03-09,VZ,hold,37.59999847412109,backtest
2023-03-09,LOW,hold,202.08999633789065,backtest
2023-03-09,T,hold,18.700000762939453,backtest
2023-03-09,AAPL,hold,153.55999755859375,backtest
2023-03-09,MSFT,buy,255.82000732421875,backtest
2023-03-09,NVDA,hold,241.75,backtest
2023-03-09,AVGO,buy,630.0800170898438,backtest
2023-03-09,ORCL,hold,88.33000183105469,backtest
2023-03-09,ADBE,hold,344.7200012207031,backtest
2023-03-09,CSCO,hold,49.29999923706055,backtest
2023-03-09,CRM,hold,183.1000061035156,backtest
2023-03-09,ACN,buy,265.8299865722656,backtest
2023-03-09,AMD,hold,85.29000091552734,backtest
2023-03-09,OXY,hold,62.18999862670898,backtest
2023-03-09,ATVI,hold,,backtest
2023-03-09,NKE,hold,120.08000183105467,backtest
2023-03-09,DIS,hold,99.4499969482422,backtest
2023-03-09,HD,hold,293.04998779296875,backtest
2023-03-09,PSX,hold,100.31999969482422,backtest
2023-03-09,MCD,hold,267.0899963378906,backtest
2023-03-09,VLO,hold,134.0,backtest
2023-03-09,LLY,hold,312.3099975585937,backtest
2023-03-09,UNH,sell,473.9500122070313,backtest
2023-03-09,JNJ,hold,153.4600067138672,backtest
2023-03-09,MRK,hold,109.3000030517578,backtest
2023-03-09,ABBV,hold,150.07000732421875,backtest
2023-03-09,PFE,hold,40.40999984741211,backtest
2023-03-09,DHR,hold,220.6294403076172,backtest
2023-03-09,ABT,hold,99.88999938964844,backtest
2023-03-09,AMGN,hold,229.4900054931641,backtest
2023-03-09,TMO,hold,556.1500244140625,backtest
2023-03-09,JPM,sell,136.75999450683594,backtest
2023-03-09,TSLA,hold,180.25,backtest
2023-03-09,V,hold,221.3999938964844,backtest
2023-03-09,GS,hold,349.20001220703125,backtest
2023-03-09,SCHW,hold,72.61000061035156,backtest
2023-03-09,AXP,sell,179.60000610351562,backtest
2023-03-09,SPGI,sell,339.8099975585937,backtest
2023-03-09,AMZN,hold,93.68000030517578,backtest
2023-03-09,WFC,hold,43.43999862670898,backtest
